"NPI","Provider Other Organization Name","Provider Other Organization Name Type Code"
"1346773363","Early Memorial Nursing Home","3"
"1366130585","SCKC Specialty Clinic","3"
"1366730566","Corewell Health Big Rapids Hospital Professional","3"
"1366730566","Spectrum Health Big Rapids Providers","3"
"1598297590","LifeBrite Community Hospital of Early","3"
"1629670682","AlphatelemedTexas, LLC","3"
"1659155224","Successful Living Center, Inc.","3"
"1740919000","Pasha Orthodontics","3"
"1750041935","Identity Orthodontics","3"
"1770180457","South Central Kansas Midwives","3"
"1780211789","Upstate HomeCare","3"
"1831618065","Center For Families-Malvern","3"
"1871962076","Clineva Urgent Care","3"
"1871962076","Clineva Urgent Care Centers","3"
"1881478444","Synchrony Rehab","3"
"1891725313","Hy-Vee Pharmacy #4 (1060)","3"
"1902183312","SilverStone Hospice","3"
"1912430224","LifeBrite Family Medical of Early","3"
"1922387711","Pulmonary and Sleep Consultants","3"
"1932983590","AIM","3"
"1972240026","MEDICAL AND AESTHETIC CENTER INC","4"
"1982487609","Rose S Jerome","3"
"1982487609","Soul Collaborative Counseling, pllc","3"
"1992238430","Early EMS","3"
"1003122870","Sams Pharmacy 10-6569","3"
"1003690686","Lake Murray Drug Company","3"
"1023035128","SAMS PHARMACY 10-6327","3"
"1043830623","FOUNTAIN HILLS MEDICAL CENTER","3"
"1073109047","Newport Academy-Santa Monica","3"
"1083631303","WAL-MART PHARMACY 10-1961","3"
"1083631386","WALMART PHARMACY 10-0329","3"
"1083883664","San Jose at Home","3"
"1093732588","WALMART PHARMACY 10-1738","3"
"1104843697","SAMS PHARMACY 10-6437","3"
"1144639360","Corewell Health Ludington Hospital Professional","3"
"1154801975","Newport Academy-Tanglewood","3"
"1164449211","WAL-MART PHARMACY 10-1306","3"
"1174249189","Center For Families-West Chester","3"
"1174540355","Walmart Pharmacy 10-1410","3"
"1205289246","Walmart Pharmacy 10-4049","3"
"1205446259","Grace Clinic Health Professional","3"
"1295371904","W.I.P.E. and Development","3"
"1295753770","WAL-MART PHARMACY 10-2638","3"
"1295946127","LA FUENTE ADULT DAY CARE","3"
"1306620984","V&M Transports","3"
"1326065517","WALMART PHARMACY 10-0218","3"
"1336456227","Seton Family of Doctors","4"
"1356020515","HOMELAND CLINIC (ADDICTION AND MENTAL HEALTH TREATMENT)","3"
"1366469553","WAL-MART PHARMACY 10-2191","3"
"1386428969","Sheyuri Inc.","3"
"1396762605","WAL-MART PHARMACY 10-1327","3"
"1417578006","Golden Days HealthCare Services","3"
"1417578006","Golden Days Social Circle","3"
"1427076264","WALMART PHARMACY 10-1089","3"
"1427378488","Palm Harbor Pharmacy","3"
"1437176682","WALMART PHARMACY 10-0586","3"
"1437831468","Snatched Dallas","3"
"1447277850","WALMART PHARMACY 10-1192","3"
"1457378754","WAL-MART PHARMACY 10-1493","3"
"1497812879","WAL-MART PHARMACY 10-5334","3"
"1508640194","Hill and Schneidmiller DDS","3"
"1538186945","WALMART PHARMACY 10-1168","3"
"1548287709","WAL-MART PHARMACY 10-2806","3"
"1548287865","WAL-MART PHARMACY 10-1505","3"
"1598820755","WALMART PHARMACY 10-4224","3"
"1609438886","COMPANION HOME CARE SERVICES LLC","3"
"1639953219","SCDC OB GYN","3"
"1639953219","Centura Obstetrics and Gynecology Dodge City","5"
"1679590780","WALMART PHARMACY 10-0063","3"
"1689197014","The Kaga Institute","3"
"1689353310","Pathfinder ABA","3"
"1699558577","Grace Clinic Health Professional","3"
"1700803996","WALMART PHARMACY 10-0879","3"
"1710904198","WALMART PHARMACY 10-1470","3"
"1740569458","Cedar Rapids Dialysis","3"
"1750404927","Corewell Health Gerber Hospital Professional","3"
"1750404927","Gerber Internal Medicine","3"
"1760266340","Lake Murray Drug Company of Irmo","3"
"1760749162","Greater Access Program","5"
"1760749162","Haven House Interim Care Program","5"
"1801813225","WALMART PHARMACY 10-0711","3"
"1821872409","GOLDEN DAYS TRANSPORTATION LLC","3"
"1831116045","WAL-MART PHARMACY 10-1629","3"
"1831116136","WAL-MART PHARMACY 10-0996","3"
"1841074424","GOLDEN DAYS AFC","3"
"1841217213","SAMS PHARMACY 10-8123","3"
"1851755839","Three Rivers Therapy","5"
"1881478451","Newport Academy-Bourne","3"
"1932385366","WALMART PHARMACY 10-4499","3"
"1942084520","ICARE PHARMACY","3"
"1942084538","Mercyhealth Pharmacy - Crystal Lake","3"
"1952466922","WALMART PHARMACY 10-3894","3"
"1982488565","Outdoor Kids OT","3"
"1992722201","WALMART PHARMACY 10-0733","3"
"1992722219","WALMART PHARMACY 10-0204","3"
"1992722375","WALMART PHARMACY 10-1929","3"
"1003833112","WAL-MART PHARMACY 10-2705","3"
"1003833211","WALMART PHARMACY 10-1836","3"
"1003833260","WALMART PHARMACY 10-1829","3"
"1023035318","SAMS PHARMACY","3"
"1043872732","Summit Pharmacy","3"
"1073530234","WALMART PHARMACY 10-1117","3"
"1093226383","The Eye Institute OD","3"
"1093349953","Capstone Nauvoo","3"
"1093732190","WAL-MART PHARMACY 10-1763","3"
"1104600717","David Murray Home Repair & Remodeling","3"
"1114701711","Infinity Rehab","3"
"1114944311","WALMART PHARMACY 10-5029","3"
"1124045349","WALMART PHARMACY 10-0566","3"
"1134146392","WAL-MART PHARMACY 10-1579","3"
"1154348340","WALMART PHARMACY 10-0068","3"
"1164206777","Synchrony Rehab","3"
"1164449484","WALMART PHARMACY 10-1139","3"
"1174007363","Gotham MFT, PLLC","4"
"1174007363","Gotham Marriage and Family Therapy, PLLC","5"
"1184156317","Walmart Pharmacy 10-4565","3"
"1184641250","WAL-MART PHARMACY 10-2335","3"
"1184641490","WAL-MART PHARMACY 10-2534","3"
"1205619517","Intero Chiropractic","5"
"1205853348","WALMART PHARMACY 10-2991","3"
"1205853413","WAL-MART PHARMACY 10-1425","3"
"1215954433","WAL-MART PHARMACY 10-1729","3"
"1235372137","WalMart Pharmacy 10-4334","3"
"1235524414","Arcadia DME","5"
"1245469642","Paulette Weber, RD, LD/N, LLC","4"
"1245883578","Capstone Pharmacy at Parrish","3"
"1255358677","WAL-MART PHARMACY 10-3528","3"
"1265459390","WALMART PHARMACY 10-2474","3"
"1275550519","WALMART PHARMACY 10-5173","3"
"1275556342","WALMART PHARMACY 10-0276","3"
"1295519809","Synchrony Rehab","3"
"1306863527","WAL-MART PHARMACY 10-1728","3"
"1326065723","WALMART PHARMACY 10-0128","3"
"1326066846","WALMART PHARMACY 10-0863","3"
"1326265323","WALMART PHARMACY 10-5385","3"
"1336855410","Fyzical Therapy & Balance Centers North Mcallen","3"
"1346267416","Walmart PHARMACY 10-3245","3"
"1346944956","MACID Inc","3"
"1386428985","Synchrony Rehab","3"
"1386428993","Synchrony Rehab","3"
"1386661874","WALMART PHARMACY 10-1632","3"
"1396762555","WAL-MART PHARMACY 10-1664","3"
"1407873524","WALMART PHARMACY 10-0130","3"
"1407873664","WAL-MART PHARMACY 10-1558","3"
"1417566993","Capstone Dental","3"
"1427076181","WAL-MART PHARMACY 10-1295","3"
"1447034046","My Pharmacy","3"
"1447910591","Snatched FL LLC","3"
"1447910591","Plague Doctors","4"
"1457378507","WAL-MART PHARMACY 10-1650","3"
"1457378663","WALMART PHARMACY 10-2522","3"
"1477337087","Synchrony Rehab","3"
"1487671673","WAL-MART PHARMACY 10-2359","3"
"1497954978","WALMART PHARMACY 10-4372","3"
"1508405069","Capstone Double Springs","3"
"1518984871","WALMART PHARMACY 10-0098","3"
"1528317922","WalMart Pharmacy 10-5847","3"
"1528670452","Capstone West Jasper","3"
"1538186952","WALMART PHARMACY 10-0105","3"
"1558779496","Walmart Pharmacy 10-7209","3"
"1588448187","Synchrony Rehab","3"
"1588681696","WALMART PHARMACY 10-0073","3"
"1588971477","Seton Family of Doctors","3"
"1598782773","WALMART PHARMACY 10-0741","3"
"1598782997","WALMART PHARMACY 10-2587","3"
"1619994803","WALMART PHARMACY 10-0104","3"
"1649297789","WAL-MART PHARMACY 10-2792","3"
"1659398972","WAL-MART PHARMACY 10-1458","3"
"1669256269","ARK RX","3"
"1669499810","WALMART PHARMACY 10-1197","3"
"1669820866","Walmart Pharmacy 10-6952","3"
"1679590046","WAL-MART PHARMACY 10-2771","3"
"1679591523","WAL-MART PHARMACY 10-1676","3"
"1679720114","Casey County Family Practice","3"
"1689839599","Sams Pharmacy","3"
"1699704254","Camden Clark Medical Center","3"
"1699792721","WALMART PHARMACY 10-0038","3"
"1699792895","WAL-MART PHARMACY 10-1302","3"
"1699967448","Marotta Plastic Surgery Specialists","3"
"1710904990","Walmart Pharmacy 10-1368","3"
"1710905567","WALMART PHARMACY 10-2115","3"
"1730106881","WAL-MART PHARMACY 10-1276","3"
"1760409056","SAMS PHARMACY","3"
"1760493282","SAMS PHARMACY 10-4962","3"
"1770156077","Capstone Viking Health","3"
"1770367385","Synchrony Rehab","3"
"1770500944","Walmart Pharmacy 10-1264","3"
"1770500951","WALMART PHARMACY 10-0676","3"
"1790702033","WALMART PHARMACY 10-0533","3"
"1801670401","Synchrony Rehab","3"
"1811197676","WALMART PHARMACY 10-4458","3"
"1811580855","Capstone West Jasper Pharmacy","3"
"1811914120","WALMART PHARMACY 10-1592","3"
"1811914146","WAL-MART PHARMACY 10-2615","3"
"1811914914","WAL-MART PHARMACY 10-1833","3"
"1821015140","WALMART PHARMACY 10-0520","3"
"1831375229","WALMART PHARMACY 10-4459","3"
"1851950620","PACE Place and The PACE Place","3"
"1861276479","medamor pharmacy","3"
"1871377473","Carefirst Homecare LLC","5"
"1891712998","WAL-MART PHARMACY 10-2565","3"
"1902823107","WALMART PHARMACY 10-0335","3"
"1902823297","WALMART PHARMACY 10-1091","3"
"1902824709","WAL-MART PHARMACY 10-1527","3"
"1912158932","Immediate Homecare and Hospice","3"
"1912183344","WALMART PHARMACY 10-4417","3"
"1912609207","Ninepoints Transportation","3"
"1912924028","WAL-MART PHARMACY 10-2647","3"
"1912924192","WALMART PHARMACY 10-0420","3"
"1932126141","WAL-MART PHARMACY 10-1487","3"
"1942084553","Ochsner 65 Plus - Lafreniere","3"
"1972520112","WALMART PHARMACY 10-1132","3"
"1972520278","WALMART PHARMACY 10-2626","3"
"1982621397","WALMART PHARMACY 10-0153","3"
"1013253822","California state university Health center","4"
"1023035334","WAL-MART PHARMACY 10-1371","3"
"1033136239","WAL-MART PHARMACY 10-3206","3"
"1053195677","ELEGANT HEALTH DIAGNOSTICS","3"
"1073740981","WalMart Pharmacy 10-5743","3"
"1083631451","WALMART PHARMACY 10-1634","3"
"1114701745","Onward Tucson","3"
"1114701968","Toward Wellness, LLC","3"
"1114944428","WAL-MART PHARMACY 10-1304","3"
"1124045232","WALMART PHARMACY 10-0090","3"
"1164449468","WAL-MART PHARMACY 10-2306","3"
"1205853512","WAL-MART PHARMACY 10-1310","3"
"1205854965","WAL-MART PHARMACY 10-2761","3"
"1235913377","Synchrony Rehab","3"
"1255358321","Walmart Pharmacy 10-3505","3"
"1265216881","Matthew Hearn Ltd","3"
"1295752400","WAL-MART PHARMACY 10-1576","3"
"1295752418","WAL-MART PHARMACY 10-2544","3"
"1356368401","WAL-MART PHARMACY 10-1776","3"
"1356368732","WALMART PHARMACY 10-0982","3"
"1366226987","crossbridge","3"
"1366469439","Walmart PHARMACY 10-2509","3"
"1396452579","APOTHECURE RX","3"
"1417974536","WALMART PHARMACY 10-0246","3"
"1447034079","PROSSER PHARMACY","3"
"1467470948","WAL-MART PHARMACY 10-3363","3"
"1467479519","WAL-MART PHARMACY 10-1365","3"
"1477901676","Walmart Pharmacy 10-4388","3"
"1487342630","Chambers Health Mobile Unit","3"
"1487438016","HealthLink Rides","5"
"1497052765","Heartland Family Medicine","3"
"1528283348","SANTA ELENA PHARMACY","3"
"1538456884","Heartland Family Medicine","3"
"1538942909","Synchrony Rehab","3"
"1548044159","Pinnacle Rehabilitation at Sterling","3"
"1548287683","WALMART PHARMACY 10-0847","3"
"1548287691","WALMART PHARMACY 10-1571","3"
"1568613255","STUDENT HEALTH SVC PHY-CA ST UNIV CHICO","3"
"1568613255","Chico State University","4"
"1598782609","WALMART PHARMACY 10-0269","3"
"1609650324","Luisana Pagan","3"
"1609650324","Luisana Pagan Bolivar","3"
"1619672714","AMG Medical Group, LLC","3"
"1619994001","WALMART PHARMACY 10-2937","3"
"1629095799","WAL-MART PHARMACY 10-2658","3"
"1629852231","Synchrony Rehab","3"
"1639196058","WALMART PHARMACY 10-0689","3"
"1639196827","WAL-MART PHARMACY 10-2078","3"
"1669519773","AMAZING GRACE NURSING SERVICES INC","4"
"1679591531","WAL-MART PHARMACY 10-2276","3"
"1700178167","ST. LUKE'S HEALTH CARE CLINIC, INC.","4"
"1710904032","WALMART PHARMACY 10-0257","3"
"1710904867","WAL-MART PHARMACY 10-1643","3"
"1720005986","WAL-MART PHARMACY 10-2703","3"
"1750308060","WAL-MART PHARMACY 10-1341","3"
"1760409130","WAL-MART PHARMACY 10-2819","3"
"1821015074","WAL-MART PHARMACY 10-1355","3"
"1821043837","Capstone Cottage","3"
"1821043837","Capstone Nauvoo","3"
"1821043837","Capstone Rural Health Center","3"
"1821043837","Capstone Summit","3"
"1821705658","Rayan Home Healthcare","3"
"1851318976","WALMART PHARMACY 10-0028","3"
"1881478402","Lexington OB/GYN","3"
"1881841690","Sams Pharmacy","3"
"1891712261","WALMART PHARMACY 10-1722","3"
"1912924010","WALMART PHARMACY 10-0353","3"
"1912924259","WAL-MART PHARMACY 10-2988","3"
"1922025048","WAL-MART PHARMACY 10-3344","3"
"1942227046","WALMART PHARMACY 10-5471","3"
"1942227053","WALMART PHARMACY 10-0012","3"
"1942227145","Walmart Pharmacy 10-2193","3"
"1942227434","WALMART PHARMACY 10-1182","3"
"1972209336","Affinity Wellness and Health, PLLC","3"
"1992722045","WAL-MART PHARMACY 10-1672","3"
"1992722060","WAL-MART PHARMACY 10-2532","3"
"1003567637","Newport Institute-Railroad","3"
"1013934272","WALMART PHARMACY 10-0634","3"
"1013934314","WALMART PHARMACY 10-0922","3"
"1033136148","WALMART PHARMACY 10-0031","3"
"1033832589","NW Pediatrics Integrative Medicine","3"
"1063296820","TribaLights","3"
"1063439131","Walmart Pharmacy 10-1012","3"
"1073204913","The Healthy Brain Center","3"
"1083631188","WAL-MART PHARMACY 10-2529","3"
"1083631485","WALMART PHARMACY 10-5397","3"
"1114109840","WALMART PHARMACY 10-4274","3"
"1164449575","WAL-MART PHARMACY10-0176","3"
"1225055353","WAL-MART PHARMACY 10-2877","3"
"1235790544","Cottage Children's Medical Group","3"
"1245257641","WALMART PHARMACY 10-0183","3"
"1265183891","Newport Academy-Legacy","3"
"1265450068","WAL-MART PHARMACY 10-1950","3"
"1306529656","Learning Together Educational Services","3"
"1316427214","Newport Academy-Kurtz","3"
"1326331224","Holistic Welllness Healing And Learning Therapy","4"
"1346267762","WALMART PHARMACY 10-0887","3"
"1346398666","Sea Mar Community Health Center","3"
"1356125900","LIFE Academy Inc","3"
"1356369151","WAL-MART PHARMACY 10-1767","3"
"1376272161","Newport Academy-Kentland","3"
"1417553561","Newport Academy-Roswell","3"
"1437142452","Regents/UCD PBG/IM INF DI","5"
"1437933074","JFT Recovery","5"
"1457378598","WALMART PHARMACY 10-0802","3"
"1457895740","Sea Mar CHC Tacoma 11th St Medical","5"
"1467106286","Newport Academy-Heritage","3"
"1508883711","WALMART PHARMACY 10-0666","3"
"1518984921","WALMART PHARMACY 10-5433","3"
"1528085628","WAL-MART PHARMACY 10-2662","3"
"1548287741","WALMART PHARMACY 10-0677","3"
"1558930131","Newport Academy-Waukesha","3"
"1568160307","Robert Osborn, LCSW, LLC","3"
"1578580882","WAL-MART PHARMACY 10-1329","3"
"1598259095","Newport Academy-Rockville","3"
"1619518271","Newport Academy-Sundance","3"
"1619541042","Newport Academy-Oakley","3"
"1649297748","WAL-MART PHARMACY 10-1730","3"
"1669499083","WALMART PHARMACY 10-0615","3"
"1679165732","Newport Academy-Creekside","3"
"1679590772","WALMART PHARMACY 10-0231","3"
"1730963364","Rainier Dental Tacoma","3"
"1740934504","Newport Institute-Gleedsville","3"
"1750970158","Newport Academy-Gratitude","3"
"1790569333","Kinfolk Home Care LLC","3"
"1790702934","WALMART PHARMACY 10-1064","3"
"1801813126","WALMART PHARMACY 100445","3"
"1811051170","Sea Mar Community Health Center","3"
"1811599087","Newport Academy-Dallas","3"
"1821015017","WALMART PHARMACY 10-1937","3"
"1821015157","WALMART PHARMACY 10-0669","3"
"1881611069","WALMART PHARMACY 10-0466","3"
"1881611085","WAL-MART PHARMACY 10-1309","3"
"1912924069","WALMART PHARMACY 10-1316","3"
"1922759554","Newport Institute-Echo Lake","3"
"1932850799","Newport Academy-Westlake Village","3"
"1942084587","Columbus Bettercare, LLC","3"
"1962968529","Newport Academy-Rogers","3"
"1972520146","WAL-MART PHARMACY 10-2929","3"
"1053797704","Preston Dialysis","3"
"1063296515","Blossom with Nutrition LLC","3"
"1063439263","WAL-MART PHARMACY 10-1243","3"
"1073532057","WAL-MART PHARMACY 10-2717","3"
"1083631402","WALMART PHARMACY 10-0273","3"
"1093732133","WAL-MART PHARMACY 10-2933","3"
"1114701760","Strongbridge behavioral solutions","3"
"1124045380","WAL-MART PHARMACY 10-1816","3"
"1154348357","WALMART PHARMACY 10-1023","3"
"1164415238","Regents UCDPBG Psychiatry","3"
"1194742320","WAL-MART PHARMACY10-0251","3"
"1225055486","WALMART PHARMACY 10-1641","3"
"1235122250","Regents UCDPBG Rad Onc","5"
"1235192196","El Milagro Dialysis Unit","3"
"1235913781","Quality Point 2 Point","3"
"1245014794","Health Rising","3"
"1245014794","Health Rising DPC","3"
"1245014794","Health Rising Direct Primary Care","3"
"1255579942","Meridian Radiology","3"
"1275526337","Regents UCD PBG Sur Plast","5"
"1275550477","WAL-MART PHARMACY 10-0587","3"
"1295519742","TruHealth Pharmacy & Medical Supplies","3"
"1295752525","WAL-MART PHARMACY 10-0780","3"
"1326065665","WALMART PHARMACY 10-0976","3"
"1336167758","WALMART PHARMACY 10-1180","3"
"1336562578","Meridian Radiology","3"
"1346233368","Regents UCD PBG Urology","5"
"1346267747","WALMART PHARMACY 10-0495","3"
"1356368682","WALMART PHARMACY 10-0584","3"
"1376140459","Pusch Ridge Behavioral Health","3"
"1376560417","WAL-MART PHARMACY 10-2823","3"
"1427041698","Regents UCDPBG Surgery","5"
"1437142692","Regents UCDPBG IM Pulmon","5"
"1437176534","WAL-MART PHARMACY 10-2646","3"
"1437176849","WALMART PHARMACY 10-0411","3"
"1437514817","Meridian Laboratory Services","5"
"1447243548","Regents UCD PBG PED INF D","5"
"1447423959","Regents/UCDPBG/MIND Institute","5"
"1447947171","N/A","5"
"1457378952","WALMART PHARMACY 10-0874","3"
"1477257889","Meridian Correctional Services LLC","4"
"1477546406","Regents UCDPBG Radiology","5"
"1477546430","Regents / UCDPBG / Ped Endoc","5"
"1477570695","WAL-MART PHARMACY 10-2619","3"
"1477570778","WALMART PHARMACY 10-1142","3"
"1528786035","Tempered Physical Therapy","3"
"1528842077","Midtown Dental","3"
"1538152541","Regents/UCD PBG/Ped Pulm","5"
"1538943089","Vitality Traveling Laboratory LLC","3"
"1568455590","Regents/UCD PBG/Sur Traum","5"
"1598188260","Meridian Radiology","3"
"1598346033","California Neurology Institute","3"
"1598758666","Regents UCDPBG Pathology","5"
"1609869627","Regents/UCDPBG/SUR CARDI","5"
"1629061643","Regents/UCDPBG/IM Hemato","5"
"1629061882","Regents/UCDPBG/Ophthalmo","5"
"1639168594","Regents UCDPBG Gynecolog","5"
"1649234212","UT Southwestern Oakcliff Dialysis","3"
"1659364677","Regents/UCDPBG/ANESTHESI","5"
"1659364685","Regents/UCD PBG/Sur GI Bar","5"
"1659843027","Mercedes Dialysis","3"
"1669816146","Walmart Pharmacy 10-4168","3"
"1679566764","Regents/UCDPBG/PM&R","5"
"1700660263","SENIOR WELLNESS SOLUTIONS","3"
"1710970736","Regents UCDPBG IM Nephr","5"
"1730761057","Giver Home Services","5"
"1740273762","Regents UCDPBG Ped Gastr","5"
"1750165213","PT Mobile","3"
"1750374815","Regents/UCDPBG/Gyn Oncol","5"
"1750374872","Regents/UCDPBG/OTOLARYNG","5"
"1801046255","Port Lavaca Dialysis","3"
"1801670369","Los Alamitos Optometry","3"
"1801889068","REGENTS/UCD PBG/SUR ON COL","5"
"1801889829","Regents/UCD PBG/Ped Nephr","5"
"1831182856","Regents UCDPBG Ped Genetics","5"
"1851175319","AYA PHARMACY","3"
"1871377333","UCSD Health Network IPA","5"
"1871510081","WALMART PHARMACY 10-0800","3"
"1902198450","Artesia Home Training","3"
"1922882489","A Helping Hand Home Help, llc","4"
"1962495986","Regents/UCDPBG/Ped Neona","5"
"1972596989","Regents UCDPBG Internal Med","5"
"1992798912","RegentsUCD PBG/OB REI","5"
"1003543398","WALK-IN MD URGENT CARE","3"
"1003833252","WAL-MART PHARMACY 10-1392","3"
"1053338236","WALMART PHARMACY 10-0192","3"
"1053338244","WALMART PHARMACY 10-0687","3"
"1063439461","WALMART PHARMACY 10-0916","3"
"1063781342","Corewell Health Greenville Hospital Professional","3"
"1073530481","WALMART PHARMACY 10-0258","3"
"1093732240","WAL-MART PHARMACY 10-1348","3"
"1093732257","WALMART PHARMACY 10-0881","3"
"1104843366","WALMART PHARMACY 10-0629","3"
"1104843598","WALMART PHARMACY 10-2843","3"
"1114944394","WALMART PHARMACY 10-0414","3"
"1124802699","F&A Transportation LLC","3"
"1144247271","WALMART PHARMACY 10-0129","3"
"1144248949","WALMART PHARMACY 10-1166","3"
"1164440913","WALMART PHARMACY 10-0683","3"
"1164449302","WALMART PHARMACY 10-1039","3"
"1164449559","WALMART PHARMACY 10-0157","3"
"1174540280","WALMART PHARMACY 10-5117","3"
"1235156431","WAL-MART PHARMACY 10-1344","3"
"1235194762","Pathways Chiropractic","3"
"1245257435","WALMART PHARMACY 10-0657","3"
"1245915156","Tuscaloosa County Comm","3"
"1255358651","WALMART PHARMACY 10-0164","3"
"1265459366","WAL-MART PHARMACY 10-2337","3"
"1275550386","WAL-MART PHARMACY 10-3270","3"
"1275550592","WALMART PHARMACY 10-0729","3"
"1295442473","SunRise Medical Trans LLC","5"
"1295752509","WALMART PHARMACY 10-1162","3"
"1306898960","Ascension St. Vincent Hospital","3"
"1306898960","Ascension St. Vincent Women's Hospital","3"
"1316287998","Sam's Pharmacy 10-4871","3"
"1346268042","WALMART PHARMACY 10-1176","3"
"1346409737","Caretenders","3"
"1356368534","Walmart Pharmacy 10-1429","3"
"1356368542","WALMART PHARMACY 10-0619","3"
"1366226821","Wholistic Behavior","3"
"1376561175","WAL-MART PHARMACY 10-1255","3"
"1376868042","Sams Pharmacy 10-6375","3"
"1386428852","Iredell Urology","3"
"1396839445","SAMS PHARMACY","3"
"1437176625","WALMART PHARMACY 10-0238","3"
"1437661162","Kari N Novak","3"
"1447277819","WALMART PHARMACY 10-1609","3"
"1457135923","McClendon Counseling & Consulting","3"
"1457378580","WAL-MART PHARMACY 10-1544","3"
"1457378861","WALMART PHARMACY 10-0699","3"
"1467078063","AHF","3"
"1497706626","DuPage Medical Group Surgery Center, Westmont","3"
"1508862558","Corewell Health Zeeland Hospital Professional","3"
"1508862558","Zeeland Physicians","3"
"1518186295","Corewell Health Pennock Hospital Professional","3"
"1518682533","Industry Health Solutions, Inc","4"
"1558389353","WALMART PHARMACY 10-1300","3"
"1578208344","MIND MEDICAL","3"
"1578580833","WALMART PHARMACY 10-0869","3"
"1598783268","WALMART PHARMACY 10-0049","3"
"1609893882","WAL-MART PHARMACY 10-1539","3"
"1609893973","WALMART PHARMACY 10-0331","3"
"1619451085","Triple CCC Therapy","4"
"1639758337","Wholistic Behavior","3"
"1649301094","Miracle-Ear","3"
"1649456070","Walmart Pharmacy 10-5463","3"
"1659398808","WAL-MART PHARMACY 10-1288","3"
"1679746333","Jackson First Alert Rescue Squad","3"
"1700803194","SAMS PHARMACY 10-6320","3"
"1710579511","Guided Epiphany Counseling Services (REMOVE)","4"
"1710579511","Guided Epiphany Incorporated","4"
"1710761283","Boger's Shoes, Inc","3"
"1720782584","Persa Health, Inc.","4"
"1720862295","Gavilan Peak Dental Care","3"
"1730106873","WAL-MART PHARMACY 10-2684","3"
"1730280025","Corewell Health Reed City Hospital Family Medicine","3"
"1730280025","Spectrum Health Reed City Hospital Mutli Specialty Clinic - Reed City","3"
"1750308128","SAMS PHARMACY 10-8168","3"
"1750308904","WAL-MART PHARMACY 10-1237","3"
"1750309605","WALMART PHARMACY 10-0617","3"
"1750756466","Memorial Division of General Endocrinology","3"
"1760400626","WAL-MART PHARMACY 10-1991","3"
"1770267742","Clarity","3"
"1790702181","WALMART PHARMACY 10-0119","3"
"1790702868","Walmart Pharmacy 10-3247","3"
"1801833983","DuPage Medical Group","3"
"1811914229","WALMART PHARMACY 10-0954","3"
"1811914963","WAL-MART PHARMACY 10-1449","3"
"1821015967","WAL-MART PHARMACY 10-2610","3"
"1831253798","Corewell Health Reed City Hospital Professional","3"
"1831253798","Spectrum Health Reed City Campus","3"
"1841217981","SAMS PHARMACY","3"
"1851318059","WAL-MART PHARMACY 10-3486","3"
"1851318968","WALMART PHARMACY 10-0022","3"
"1891712949","WALMART PHARMACY 10-0868","3"
"1902823214","WALMART PHARMACY 10-1593","3"
"1922025428","WALMART PHARMACY 10-0160","3"
"1952328130","WALMART PHARMACY 10-0177","3"
"1952328247","SAMS PHARMACY","3"
"1952328262","WALMART PHARMACY 10-0705","3"
"1952926883","ELEVATE MEDICAL","3"
"1962877357","Piedmont Dental","3"
"1972521441","WALMART PHARMACY 10-0693","3"
"1982488458","BON SECOURS ORTHOPEDIC SPECIALISTS","3"
"1992722003","SAMS PHARMACY 10-4711","3"
"1043911241","Ellie Mental Health","3"
"1053935205","SCOTTSDALE HEALTHCARE CORP","4"
"1073751129","SBC - Burbank","5"
"1093840282","Conway Human Development Center","3"
"1154786283","Crystal Imaging, LLC","3"
"1174307656","Grove Family Health","3"
"1174540587","WALMART PHARMACY 10-1195","3"
"1194996496","Healthy Happy Whole","5"
"1235876392","N/A","4"
"1245258714","WALMART PHARMACY 10-1403","3"
"1306620893","Curalta Foot & Ankle","3"
"1356125835","The Wound Institute","3"
"1376327858","Ravens Medical Adult Day Care Center","3"
"1386375301","RRRS Each One Teach One Healthcare Services","3"
"1407452683","Owensboro Health Medical Group-Urgent Care","3"
"1417194093","Central Virginia Physical Therapy","3"
"1437933918","Colorado Family Caregivers","3"
"1457135931","Provincetown Fire Department","3"
"1457537805","SAMS PHARMACY 10-4996","3"
"1467236950","Concentra Medical Center","3"
"1528085719","WALMART PHARMACY 10-0264","3"
"1538547567","Catholic Social Service","4"
"1548308208","Southwest Cardiovascular Center Inc","3"
"1578347068","Concentra Urgent Care","3"
"1578628871","Jacoffs Pharmacy","3"
"1588345433","Crestwood Fire Department","3"
"1639196835","WALMART PHARMACY 10-0268","3"
"1649054123","New Rochelle Dental Arts","3"
"1699559195","Rehab at Scottsdale Village Square","3"
"1699778373","Whiteside County Health Department","3"
"1700091105","Fraternal Order of Knights Templar (FOKT)","5"
"1730239286","Rainbow Home Health Services","5"
"1740655455","Memorial Division of Medicine","3"
"1750165247","BrightStar Care of Memphis","3"
"1780711358","Jacoff Medical Supply","3"
"1801670385","October Road ACTT 4","5"
"1881611028","WALMART PHARMACY 10-1155","3"
"1891579397","Noble Dental Care","3"
"1891744843","PCH Physician Services","3"
"1972920759","Northridge Dermatology Associates Medical Group","3"
"1982621389","WALMART PHARMACY 10-0708","3"
"1023175239","Allergy SA","5"
"1023520434","Baptist Health Paducah Pharmacy & Wellness Center","3"
"1023520434","Baptist Health Pharmacy","3"
"1023520434","Baptist Health Retail-Paducah","3"
"1053881938","SCOTTSDALE HEALTHCARE CORP","4"
